samples,mini_batches,train_loss,lr
13132,840,1.5043,0.001
13148,841,1.443,0.001
13164,842,1.5073,0.001
13180,843,1.4676,0.001
13196,844,1.5052,0.001
13212,845,1.52,0.001
13228,846,1.4169,0.001
13244,847,1.5435,0.001
13260,848,1.477,0.001
13276,849,1.5397,0.001
13292,850,1.5462,0.001
13308,851,1.4648,0.001
13324,852,1.5316,0.001
13340,853,1.4643,0.001
13356,854,1.5308,0.001
13365,855,1.4749,0.001
13381,856,1.4709,0.001
13397,857,1.5342,0.001
13413,858,1.4898,0.001
13429,859,1.5039,0.001
13445,860,1.402,0.001
13461,861,1.4745,0.001
13477,862,1.5275,0.001
13493,863,1.3826,0.001
13509,864,1.5486,0.001
13525,865,1.4831,0.001
13541,866,1.5257,0.001
13557,867,1.5307,0.001
13573,868,1.5164,0.001
13589,869,1.5168,0.001
13605,870,1.512,0.001
13621,871,1.4571,0.001
13637,872,1.526,0.001
13653,873,1.5033,0.001
13662,874,1.567,0.001
13678,875,1.3909,0.001
13694,876,1.4591,0.001
13710,877,1.5164,0.001
13726,878,1.425,0.001
13742,879,1.426,0.001
13758,880,1.497,0.001
13774,881,1.4531,0.001
13790,882,1.4985,0.001
13806,883,1.4513,0.001
13822,884,1.5178,0.001
13838,885,1.5292,0.001
13854,886,1.4984,0.001
13870,887,1.5766,0.001
13886,888,1.4909,0.001
13902,889,1.5908,0.001
13918,890,1.4702,0.001
13934,891,1.5378,0.001
13950,892,1.499,0.001
13959,893,1.6126,0.001
13975,894,1.4425,0.001
13991,895,1.436,0.001
14007,896,1.4801,0.001
14023,897,1.4873,0.001
14039,898,1.4455,0.001
14055,899,1.5187,0.001
14071,900,1.4322,0.001
14087,901,1.5755,0.001
14103,902,1.4791,0.001
14119,903,1.5466,0.001
14135,904,1.6035,0.001
14151,905,1.4616,0.001
14167,906,1.4347,0.001
14183,907,1.4532,0.001
14199,908,1.4148,0.001
14215,909,1.536,0.001
14231,910,1.5111,0.001
14247,911,1.6065,0.001
14256,912,1.4574,0.001
14272,913,1.4877,0.001
14288,914,1.5283,0.001
14304,915,1.4751,0.001
14320,916,1.4823,0.001
14336,917,1.4507,0.001
14352,918,1.482,0.001
14368,919,1.4081,0.001
14384,920,1.4651,0.001
14400,921,1.5297,0.001
14416,922,1.4789,0.001
14432,923,1.5129,0.001
14448,924,1.5359,0.001
14464,925,1.4024,0.001
14480,926,1.5145,0.001
14496,927,1.5318,0.001
14512,928,1.475,0.001
14528,929,1.4918,0.001
14544,930,1.5029,0.001
14553,931,1.5617,0.001
14569,932,1.4264,0.001
14585,933,1.4773,0.001
14601,934,1.4914,0.001
14617,935,1.4987,0.001
14633,936,1.5463,0.001
14649,937,1.5418,0.001
14665,938,1.4696,0.001
14681,939,1.4464,0.001
14697,940,1.486,0.001
14713,941,1.4759,0.001
14729,942,1.4447,0.001
14745,943,1.4412,0.001
14761,944,1.4787,0.001
14777,945,1.5723,0.001
14793,946,1.5096,0.001
14809,947,1.4833,0.001
14825,948,1.4583,0.001
14841,949,1.4666,0.001
14850,950,1.5442,0.001
14866,951,1.4557,0.001
14882,952,1.5412,0.001
14898,953,1.5017,0.001
14914,954,1.4898,0.001
14930,955,1.5267,0.001
14946,956,1.3891,0.001
14962,957,1.4745,0.001
14978,958,1.5291,0.001
14994,959,1.5433,0.001
15010,960,1.4376,0.001
15026,961,1.4382,0.001
15042,962,1.4262,0.001
15058,963,1.4823,0.001
15074,964,1.4347,0.001
15090,965,1.5097,0.001
15106,966,1.4922,0.001
15122,967,1.4812,0.001
15138,968,1.5194,0.001
15147,969,1.5302,0.001
15163,970,1.4838,0.001
15179,971,1.4686,0.001
15195,972,1.5318,0.001
15211,973,1.4421,0.001
15227,974,1.424,0.001
15243,975,1.3821,0.001
15259,976,1.5435,0.001
15275,977,1.6089,0.001
15291,978,1.5337,0.001
15307,979,1.4153,0.001
15323,980,1.4962,0.001
15339,981,1.5195,0.001
15355,982,1.4123,0.001
15371,983,1.4937,0.001
15387,984,1.4314,0.001
15403,985,1.4613,0.001
15419,986,1.4475,0.001
15435,987,1.4682,0.001
15444,988,1.6359,0.001
15460,989,1.4749,0.001
15476,990,1.5033,0.001
15492,991,1.4978,0.001
15508,992,1.528,0.001
15524,993,1.4297,0.001
15540,994,1.3957,0.001
15556,995,1.5147,0.001
15572,996,1.4259,0.001
15588,997,1.5195,0.001
15604,998,1.5439,0.001
15620,999,1.3875,0.001
15636,1000,1.4411,0.001
15652,1001,1.4477,0.001
15668,1002,1.5543,0.001
15684,1003,1.5251,0.001
15700,1004,1.4359,0.001
