samples,mini_batches,train_loss,lr
7745,485,0.2682,0.001
7761,486,0.2579,0.001
7777,487,0.4586,0.001
7793,488,0.4481,0.001
7809,489,0.5065,0.001
7825,490,0.3222,0.001
7841,491,0.4833,0.001
7857,492,0.3792,0.001
7873,493,0.4242,0.001
7889,494,0.3659,0.001
7905,495,0.4428,0.001
7921,496,0.3267,0.001
7937,497,0.3369,0.001
7953,498,0.1774,0.001
7969,499,0.326,0.001
7985,500,0.2526,0.001
8001,501,0.5563,0.001
8017,502,0.2125,0.001
8033,503,0.5897,0.001
8049,504,0.4393,0.001
8065,505,0.3368,0.001
8081,506,0.2467,0.001
8097,507,0.5554,0.001
8113,508,0.1519,0.001
8129,509,0.3869,0.001
8145,510,0.3141,0.001
8161,511,0.5758,0.001
8177,512,0.5853,0.001
8193,513,0.4249,0.001
8209,514,0.4473,0.001
8225,515,0.2562,0.001
8241,516,0.3357,0.001
8257,517,0.3816,0.001
8273,518,0.4463,0.001
8289,519,0.4907,0.001
8305,520,0.2725,0.001
8321,521,0.4431,0.001
8337,522,0.669,0.001
8353,523,0.2592,0.001
8369,524,0.351,0.001
8385,525,0.3308,0.001
8401,526,0.3546,0.001
8417,527,0.4367,0.001
8433,528,0.4284,0.001
8449,529,0.3578,0.001
8465,530,0.2839,0.001
8481,531,0.3248,0.001
8497,532,0.2253,0.001
8513,533,0.4146,0.001
8529,534,0.4303,0.001
8545,535,0.2301,0.001
8561,536,0.3162,0.001
8577,537,0.382,0.001
8593,538,0.151,0.001
8609,539,0.2556,0.001
8622,540,0.3788,0.001
8638,541,0.3064,0.001
8654,542,0.1877,0.001
8670,543,0.4019,0.001
8686,544,0.3925,0.001
8702,545,0.3406,0.001
8718,546,0.4194,0.001
8734,547,0.238,0.001
8750,548,0.4981,0.001
8766,549,0.5474,0.001
8782,550,0.3637,0.001
8798,551,0.2876,0.001
8814,552,0.2326,0.001
8830,553,0.4688,0.001
8846,554,0.3061,0.001
8862,555,0.2057,0.001
8878,556,0.3661,0.001
8894,557,0.223,0.001
8910,558,0.3318,0.001
8926,559,0.5156,0.001
8942,560,0.1773,0.001
8958,561,0.3841,0.001
8974,562,0.5085,0.001
8990,563,0.3361,0.001
9006,564,0.2924,0.001
9022,565,0.2701,0.001
9038,566,0.2824,0.001
9054,567,0.2244,0.001
9070,568,0.3166,0.001
9086,569,0.1998,0.001
9102,570,0.5368,0.001
9118,571,0.4327,0.001
9134,572,0.2564,0.001
9150,573,0.4576,0.001
9166,574,0.4652,0.001
9182,575,0.6338,0.001
9198,576,0.2232,0.001
9214,577,0.3757,0.001
9230,578,0.3269,0.001
9246,579,0.4345,0.001
9262,580,0.202,0.001
9278,581,0.191,0.001
9294,582,0.6905,0.001
9310,583,0.2388,0.001
9326,584,0.3618,0.001
9342,585,0.1126,0.001
9358,586,0.354,0.001
9374,587,0.3295,0.001
9390,588,0.3442,0.001
9406,589,0.3975,0.001
9422,590,0.2446,0.001
9438,591,0.1903,0.001
9454,592,0.3141,0.001
9470,593,0.22,0.001
9486,594,0.1931,0.001
9502,595,0.4876,0.001
9518,596,0.4983,0.001
9534,597,0.3883,0.001
9550,598,0.3494,0.001
9566,599,0.143,0.001
9582,600,0.5455,0.001
9598,601,0.352,0.001
9614,602,0.4415,0.001
9630,603,0.1689,0.001
9646,604,0.2539,0.001
9662,605,0.2373,0.001
9678,606,0.2825,0.001
9694,607,0.1466,0.001
9710,608,0.2168,0.001
9726,609,0.49,0.001
9742,610,0.3681,0.001
9758,611,0.4011,0.001
9774,612,0.2745,0.001
9790,613,0.3443,0.001
9806,614,0.6318,0.001
9822,615,0.2992,0.001
9838,616,0.1949,0.001
9854,617,0.2816,0.001
9870,618,0.245,0.001
9886,619,0.3712,0.001
9902,620,0.1561,0.001
9918,621,0.2843,0.001
9934,622,0.3162,0.001
9950,623,0.3242,0.001
9966,624,0.2117,0.001
9982,625,0.526,0.001
9998,626,0.215,0.001
10014,627,0.2042,0.001
10030,628,0.3428,0.001
10046,629,0.1524,0.001
10059,630,0.5076,0.001
10075,631,0.401,0.001
10091,632,0.2296,0.001
10107,633,0.5297,0.001
10123,634,0.2399,0.001
10139,635,0.3907,0.001
10155,636,0.3537,0.001
10171,637,0.2802,0.001
10187,638,0.2367,0.001
10203,639,0.4795,0.001
10219,640,0.2063,0.001
10235,641,0.2192,0.001
10251,642,0.1942,0.001
10267,643,0.2965,0.001
10283,644,0.2219,0.001
10299,645,0.166,0.001
10315,646,0.2491,0.001
10331,647,0.1628,0.001
10347,648,0.2481,0.001
10363,649,0.515,0.001
10379,650,0.2658,0.001
10395,651,0.3099,0.001
10411,652,0.3125,0.001
10427,653,0.2653,0.001
10443,654,0.2675,0.001
10459,655,0.2181,0.001
10475,656,0.3598,0.001
10491,657,0.151,0.001
10507,658,0.2795,0.001
10523,659,0.23,0.001
10539,660,0.3466,0.001
10555,661,0.4938,0.001
10571,662,0.4987,0.001
10587,663,0.2714,0.001
10603,664,0.1564,0.001
10619,665,0.2379,0.001
10635,666,0.1789,0.001
10651,667,0.1364,0.001
10667,668,0.1356,0.001
10683,669,0.4368,0.001
10699,670,0.3517,0.001
10715,671,0.2695,0.001
10731,672,0.3068,0.001
10747,673,0.1586,0.001
10763,674,0.1421,0.001
10779,675,0.2522,0.001
10795,676,0.1844,0.001
10811,677,0.2864,0.001
10827,678,0.2471,0.001
10843,679,0.3562,0.001
10859,680,0.2231,0.001
10875,681,0.4357,0.001
10891,682,0.3065,0.001
10907,683,0.2595,0.001
10923,684,0.3488,0.001
10939,685,0.2342,0.001
10955,686,0.3978,0.001
10971,687,0.386,0.001
10987,688,0.2076,0.001
11003,689,0.1318,0.001
11019,690,0.4398,0.001
11035,691,0.2177,0.001
11051,692,0.2032,0.001
11067,693,0.4439,0.001
11083,694,0.2686,0.001
