samples,mini_batches,train_loss,lr
6381,408,0.5349,0.001
6397,409,0.3229,0.001
6413,410,0.6854,0.001
6429,411,0.4332,0.001
6445,412,0.5229,0.001
6461,413,0.3571,0.001
6477,414,0.5456,0.001
6493,415,0.4816,0.001
6509,416,0.34,0.001
6525,417,0.9674,0.001
6534,418,0.6793,0.001
6550,419,0.6094,0.001
6566,420,0.5702,0.001
6582,421,0.6445,0.001
6598,422,0.4685,0.001
6614,423,0.3839,0.001
6630,424,0.5655,0.001
6646,425,0.2963,0.001
6662,426,0.3447,0.001
6678,427,0.2145,0.001
6694,428,0.4455,0.001
6710,429,0.3713,0.001
6726,430,0.6229,0.001
6742,431,0.3557,0.001
6758,432,0.4378,0.001
6774,433,0.6059,0.001
6790,434,0.2936,0.001
6806,435,0.5208,0.001
6822,436,0.4007,0.001
6831,437,0.5961,0.001
6847,438,0.4006,0.001
6863,439,0.4515,0.001
6879,440,0.3364,0.001
6895,441,0.3769,0.001
6911,442,0.3619,0.001
6927,443,0.4214,0.001
6943,444,0.4136,0.001
6959,445,0.3887,0.001
6975,446,0.3976,0.001
6991,447,0.6193,0.001
7007,448,0.346,0.001
7023,449,0.5942,0.001
7039,450,0.5376,0.001
7055,451,0.7941,0.001
7071,452,0.3883,0.001
7087,453,0.311,0.001
7103,454,0.3006,0.001
7119,455,0.3898,0.001
7128,456,0.5933,0.001
7144,457,0.3169,0.001
7160,458,0.2834,0.001
7176,459,0.3642,0.001
7192,460,0.6771,0.001
7208,461,0.614,0.001
7224,462,0.3834,0.001
7240,463,0.6905,0.001
7256,464,0.3595,0.001
7272,465,0.3816,0.001
7288,466,0.3078,0.001
7304,467,0.5765,0.001
7320,468,0.4067,0.001
7336,469,0.2501,0.001
7352,470,0.387,0.001
7368,471,0.1592,0.001
7384,472,0.5387,0.001
7400,473,0.1974,0.001
7416,474,0.5921,0.001
7425,475,0.6299,0.001
7441,476,0.4074,0.001
7457,477,0.3727,0.001
7473,478,0.2534,0.001
7489,479,0.3875,0.001
7505,480,0.5857,0.001
7521,481,0.4837,0.001
7537,482,0.3651,0.001
7553,483,0.3469,0.001
7569,484,0.7599,0.001
7585,485,0.3693,0.001
7601,486,0.3635,0.001
7617,487,0.4551,0.001
7633,488,0.435,0.001
7649,489,0.442,0.001
7665,490,0.2043,0.001
7681,491,0.6122,0.001
7697,492,0.2582,0.001
7713,493,0.5274,0.001
7722,494,0.1966,0.001
7738,495,0.4773,0.001
7754,496,0.287,0.001
7770,497,0.2145,0.001
7786,498,0.7519,0.001
7802,499,0.4405,0.001
7818,500,0.1732,0.001
7834,501,0.2533,0.001
7850,502,0.3694,0.001
7866,503,0.2591,0.001
7882,504,0.2202,0.001
7898,505,0.3379,0.001
7914,506,0.3483,0.001
7930,507,0.4855,0.001
7946,508,0.292,0.001
7962,509,0.4391,0.001
7978,510,0.4134,0.001
7994,511,0.4187,0.001
8010,512,0.534,0.001
8019,513,0.4855,0.001
8035,514,0.2478,0.001
8051,515,0.3351,0.001
8067,516,0.2072,0.001
8083,517,0.3452,0.001
8099,518,0.2159,0.001
8115,519,0.2345,0.001
8131,520,0.386,0.001
8147,521,0.359,0.001
8163,522,0.4325,0.001
8179,523,0.338,0.001
8195,524,0.5188,0.001
8211,525,0.2154,0.001
8227,526,0.3109,0.001
8243,527,0.5949,0.001
8259,528,0.5529,0.001
8275,529,0.2978,0.001
8291,530,0.2956,0.001
8307,531,0.4432,0.001
8316,532,0.4904,0.001
8332,533,0.3262,0.001
8348,534,0.3195,0.001
8364,535,0.2061,0.001
8380,536,0.3045,0.001
8396,537,0.1934,0.001
8412,538,0.2095,0.001
8428,539,0.1759,0.001
8444,540,0.292,0.001
8460,541,0.5824,0.001
8476,542,0.3045,0.001
8492,543,0.3126,0.001
8508,544,0.349,0.001
8524,545,0.2773,0.001
